pH;Dureza;Sólidos;Cloraminas;Sulfatos;Conductividad;Carbono_orgánico;Trihalometanos;Turbidez;Potabilidad
;194.71;40611.71;7.42;290.33;517.63;16.34;72.09;3.13;SI
6.43;166.85;12215.41;7.7;376.28;352.75;20.13;66.74;2.9;SI
5.02;136.98;15040.84;7.59;409.92;454.88;14.25;71.98;4.48;SI
;192.06;25795.69;6.12;318.93;509.06;13.94;84.32;3.79;SI
8.16;195.21;27414.9;5.41;231.72;529.68;12.43;69.99;3.67;SI
;202.88;17505.85;7.1;310.53;429.29;17.96;78.59;3.54;SI
5.27;181.73;19015.47;9.01;446.72;390.01;11.1;63.83;4.06;SI
6.9;206.92;17947.99;7.05;;601.99;11.78;58.18;4.47;SI
7.47;212.82;16679.67;5.44;366.6;358.91;6.13;46.66;4.99;SI
7.4;260.08;26730.64;8.08;361.11;376.48;17.85;101.47;3.08;SI
;154.93;30037.22;5.8;252.07;311.75;13.9;77.53;4.11;SI
;226.32;18465.27;6.03;358.7;366.93;10.27;61.16;3.41;SI
5.54;200.71;21021.42;9.83;390.55;437.34;14.96;67.17;3.76;SI
7.38;199.17;17181.01;6.6;388.03;357.37;16.95;75.89;4.01;SI
9.32;317.34;24497.87;7.6;357.17;476.51;12.03;68.6;4.64;SI
6.7;168.75;17176.88;6.39;330.67;404.93;10.83;52.11;4.18;SI
5.55;182.64;27418;9.59;378.53;596.65;11.57;78.88;4.45;SI
9;263.51;15379.91;6.47;355.01;561.69;22.05;61.51;3.98;SI
9.13;266.74;9929.19;6.01;352.15;542.81;10.97;65.78;4.77;SI
4.08;185.85;9975.6;10.76;;307.88;9.7;64.36;4.79;SI
7.13;209.75;16701.57;7.46;320.5;404.7;18.95;92.35;3.91;SI
13.54;187.61;13475.91;6.76;;411.26;15.14;74.45;3.53;NO
7.17;199.16;13163.03;5.76;351.28;436.6;19.1;52.58;2.21;NO
;176.39;26003.16;7.81;358.43;336.14;14.45;90.22;4.41;NO
6.98;166.85;18622.44;6.61;353.34;333.97;12.53;48.46;3.53;NO
6.36;191.14;14782.8;6.15;;527.93;18.86;69.63;5.22;NO
;231.31;15629.76;7.02;297.75;406.34;11.84;49.68;4.46;NO
8.34;175.6;12629.85;6.98;;452.34;17.53;101.85;4.13;NO
6.28;178.26;25590.68;6.75;;445.19;8.57;70.77;3.21;NO
10.95;146.88;27671.52;7.28;;376.9;17.35;85.29;3.11;NO
9.87;114.37;27912.91;8.66;340.05;490.45;8.52;64.83;3.65;NO
4.32;225.51;27163.46;6.89;325.93;446.34;17.15;43.39;4.08;NO
4.23;201.45;13122.33;6.93;374.84;402.66;22.82;76.47;4.48;NO
4.14;253.6;40626.85;7.75;265.47;432.51;19.13;61.52;3.17;NO
5.35;193.81;31795.63;8.22;327.23;431.48;11.78;55.82;3.84;NO
7.58;204.73;19944.57;6.19;;517.48;13.98;54.64;3.5;NO
7.71;174.35;31017.24;8.21;269.86;437.51;9.32;51.55;3.9;NO
8.33;199;28919.81;7.44;304.29;429.23;14.71;83.63;2.41;NO
6.51;188.88;20081.75;6.56;368.99;367.93;14.81;101.25;3.96;NO
;206.04;8667.72;6.33;353.53;599.55;21.12;55.93;4.13;NO
6.93;228.19;13901.64;6.05;281.55;403.22;17.81;66.78;4.21;NO
8.62;257.6;11595.35;6.4;;343.74;15.33;75.69;4.14;NO
8.46;236.83;13158.85;5.48;;547.91;16.74;74.25;4.73;NO
4;210.49;32821.85;6.87;;354.44;14.5;58.51;4.45;NO
3.76;196.02;45050;8.73;324.15;493.23;8.66;85.16;4.99;NO
3.8;178.43;27179.4;6.48;;365.49;12.35;73.81;3.19;NO
5.66;232.75;16488.02;6.26;294.21;385.75;18.88;76.98;5.02;NO
9.4;224.75;25825.39;7.39;301.62;503.79;16.88;58.97;4.61;NO
13.35;152.78;18464.9;6.72;334.86;450.85;17.19;85.88;2.53;NO
;184.69;20857.91;6.46;322.68;395.79;18.44;66.24;3.78;NO
7.82;221.09;13742.15;6.37;287.7;460.6;12.7;66.78;4.62;NO
;220.89;7460.25;4.99;;320.35;13.11;40.61;4.27;NO
1.43;228.13;12937.25;6.21;319.73;495.38;12.03;61.14;4.95;NO
6.97;182.89;32037.61;7.41;376.95;325.79;14.35;70.05;4.28;NO
10.85;166.74;12887.19;7.7;;589.63;15.79;;4.35;NO
6.59;244.94;23898.97;6.78;273.74;330.91;9.25;47.39;4.22;NO
9;222.49;16544.83;6.12;;411.19;16.04;67.26;3.53;NO
;161.58;11582.46;6.72;;393.84;11.32;78.9;4.37;NO
4.33;192.17;30592.55;7.43;327.3;543.72;11.19;72.57;3.71;NO
7.42;243.3;320.94;4.6;336.1;361.1;20.42;87.05;3.47;NO
3.26;190.96;28760.01;7.93;;424.21;13.37;58.1;4.28;NO
;239.76;12318.4;6.41;259.12;481.98;14.67;78.8;4.74;NO
7.93;231.25;17444.81;6.29;;389.01;13.88;95.55;3.41;NO
7.98;165.71;17182.45;7;383.27;363.85;18.66;76.03;3.31;NO
9.5;195.11;19946.26;7.47;300.68;382.47;14.36;78.31;4.34;NO
5.16;119.09;33892.25;7.57;407.48;325.2;16.96;73.22;4.09;NO
3.92;227.71;24200.35;7;;292.39;19.39;61.79;4.58;NO
;193.46;13852.53;7.15;358.96;480.31;10.26;;3.67;NO
5.85;229.94;27435.31;6.57;277.03;596.4;14.91;67.64;3.64;NO
5.89;184.06;34920.04;7.4;343.79;281.54;14.73;62.6;4.37;NO
5.96;223.03;24435.64;6.22;305.95;284.5;15.19;40.14;3.73;NO
6.11;211.45;39430.31;8.32;348.78;389.59;12.9;85.36;3.92;NO
6.9;209.64;15422.22;6.88;293.56;396.81;15.67;66.6;3.69;NO
8.09;200.97;26472.69;6.73;;432.19;13.8;32.67;4.37;NO
7.61;190.66;9138.03;5.22;329.58;577.44;17.21;65.33;6.49;NO
8.89;180.56;26062.45;8.81;327.22;378.66;17.62;48.48;4.73;NO
6.53;163.4;8240.81;6.64;402.84;601.03;17.9;55.02;4.6;NO
7.83;203.17;11174.27;6.25;394.89;338.23;16.28;47.93;4.25;NO
11.56;174.94;19359.43;6.5;332.45;366.31;17.53;38.43;5.11;NO
6.78;196.18;25366.8;7.2;312.43;435.09;12.12;76.35;5.47;NO
8.29;211.45;11234.04;6.39;360.84;525.09;15.1;63;3.58;NO
0.98;221.2;31145.11;7.62;333.68;439.11;21.15;;2.53;NO
7.53;225.34;8129.73;6.31;309.23;379.34;16.96;64.27;3.64;NO
9.76;119.16;38781.46;9.33;380.23;512.33;14.97;59.19;3.02;NO
10.19;211.57;13630.05;6.52;297.05;468.37;17.41;72.72;3.4;NO
2.93;260.46;39233.1;7.67;303.4;403.24;11.31;69.24;3.68;NO
;200.66;29513.8;7.97;347.54;476.2;19.95;;3.03;NO
6.66;205.54;18844.04;6.73;363.4;555.9;8.01;66.93;3.87;NO
7.01;219.92;26597.59;7.35;333.58;379.6;13.28;98.97;3.59;NO
;178.08;35044.37;7.76;357.08;381.65;17.55;71.11;3.76;NO
6.23;183.31;38976.04;8.25;;531.63;15.85;46.64;4.6;NO
6.39;216.68;19323.68;5.91;283.21;358.17;14.98;41.59;4.42;NO
6.09;162.28;23567.13;7.7;372.84;387.97;13.66;75.27;4.17;NO
3.96;173.03;24028.41;8.01;391;444.79;19.95;59.83;4.09;NO
4.28;229.44;26098.64;6.53;281.9;508.79;16.13;66.65;3.73;NO
7.3;224.47;23565.18;7.55;280.13;487.33;8.52;68.94;3.43;NO
10.89;177.73;25702.52;7.66;312.4;383.2;17.47;42.81;3.63;NO
6.8;198.12;35883.78;7.05;;470.49;10.89;58.47;3.57;NO
11.5;195.99;14158.16;7.24;311.97;357.52;19.32;82.35;3.13;NO
5.81;195.51;43110.5;7.37;281.92;325.83;15.05;51.29;4.82;NO
;183.52;20461.25;7.33;333.12;356.37;20.18;67.02;4.89;NO
5.68;182.15;17909.12;7.54;;546.9;15.22;81.56;3.29;NO
7.78;196.82;24789.35;6.55;331.04;372.76;12.07;14.34;5.05;NO
6.32;187.03;32651.8;8.15;314.21;463.34;14.24;60.27;4.9;NO
8.61;217.04;22970.96;7.41;;264.7;16.69;46.5;3.67;NO
;162.98;26281.3;8.52;369.86;403.6;12.39;;5.19;NO
7.06;177.67;13129.15;7.31;367.33;393.74;16.36;53.84;4.49;NO
4.85;186.68;32808.31;7.5;293.76;392.7;10.63;85.16;3.89;NO
;202.61;31606.35;6.46;;380.97;13.46;67.06;4.78;NO
4.56;165.77;22939.14;7.99;352.79;323.78;13.56;79.32;4.12;NO
9.13;209.74;11643.66;6.59;326.39;509.66;11.27;67.53;3.07;NO
;185.12;16110.18;6.44;355.57;386.51;11.22;38.04;2.84;NO
4.23;194.98;22185.76;7.12;377.85;355.82;14.86;62.02;3.52;NO
5.57;189.73;26138.1;8.83;361.86;434.05;16.17;88.73;3.93;NO
;155.32;22911.61;8.32;409.59;424.78;16.29;84.89;4.83;NO
8.53;217.39;3413.08;5.67;337.63;615.61;14.93;82.59;2.65;NO
4.57;194.97;44260.19;8.03;;460.78;17.94;79.01;4.48;NO
8.9;194.22;13319.5;5.57;323.42;317.35;17.13;61.43;4.37;NO
9.46;222.89;14450.18;6.79;293.75;433.15;9.07;67.91;3.32;NO
6.04;139.77;20472.87;6.81;357.59;488.27;15.88;53.28;5.76;NO
;171.17;20412.28;6.9;367.19;354.27;16.4;63.26;3.98;NO
4.66;170.95;41452.63;8.73;362.42;378.15;16.27;60.62;3.74;NO
5.73;191.75;35899.28;8.07;378.77;307.99;12.57;60.19;3.91;NO
10.93;162.42;18846.63;7.09;;593.73;14.98;60.69;3.89;NO
4.28;188.78;22330.47;6.96;325.16;306.69;16.27;82.6;4.37;NO
7.95;197.59;23602.19;7.1;;394.77;14.88;78.97;3.89;NO
6.83;176.84;12838.91;5.79;393.8;447.29;15.82;104.23;2.8;NO
7.29;169.15;17375.97;9.4;394.09;373.19;15.26;80.8;3.69;NO
5.98;180.78;33244.56;8.09;364.71;392.97;20.47;50.14;3.49;NO
5.37;250.66;15973.69;6.42;277.15;334.82;15.68;44.04;3.74;NO
4.02;255.62;28612.27;7.34;290.69;442.39;9.31;71.34;4.42;NO
;254.13;9959.14;4.01;;364.81;11.32;59.35;3.17;NO
7.72;196.01;13939.29;6.94;345.65;423.2;16.84;89.34;2.88;NO
5.98;221.56;18438.82;6.65;316.78;443.54;19.14;53.66;3.85;NO
7.73;166.99;18445.74;7.17;;453.39;13.11;77.23;3.85;NO
8.85;190.7;11705.07;6.66;380.59;386.46;16.32;85.69;4.14;NO
7.56;170.18;23254.01;7.58;328.7;397.59;16.14;66.75;4.03;NO
8.76;174.73;25564.77;8.07;;371.92;14.94;47.19;4.44;NO
;188.45;28791.61;8.04;382.01;422.23;10.58;63.24;3.23;NO
3.83;218.72;23535.03;6.48;352.51;421.18;19.27;58.9;4.77;NO
3.73;230.3;16892.9;7;323.52;456.91;10.34;47.1;4.94;NO
5.8;201.89;15327.88;6.86;328.93;281.09;19.81;55.4;4.43;NO
3.68;187.5;23103.41;7.15;;350.54;10.14;67.46;4.48;NO
5.14;180.38;32740.56;7.99;328.44;389.24;13.94;;3.1;NO
6.63;198.87;15911.36;7.52;342.02;437.92;15.01;38.85;4.46;NO
;196.08;18592.08;7.25;321.81;552.88;15.66;81.08;4.76;NO
3.1;198.49;45148.81;7.82;324.64;427.22;15.53;54.57;4.25;NO
4.5;193.94;27768.38;6.91;330.43;556.03;22.62;81.27;4.97;NO
5.58;203.76;29999.99;7.21;310.66;366.56;14.18;65.88;3.85;NO
;205.07;16034.45;7.14;397.47;459.3;19.64;70.06;4.86;NO
10.33;166.46;15824.82;6.4;361.16;376.1;13.84;52.06;2.67;NO
9.13;200.03;28273.6;7.5;;453.87;12.86;64.18;3.03;NO
4.62;199.32;27174.69;7.22;371.06;312.28;14.04;;4.32;NO
6.93;207.59;24359.47;7.22;313.82;477.06;16.5;75.04;4.9;NO
5.6;264.57;29860.28;7.01;;530.2;16.03;29.85;4.07;NO
7.52;228.56;22160.82;7.47;;545.15;16.46;90.94;4.23;NO
5.58;172.33;23512.84;8.01;364.48;452.08;16.47;95.05;4.05;NO
7.99;193.61;14610.41;7.22;332.47;468.6;10.88;67.18;4.06;NO
8.21;210.22;22619.24;7.57;;361.61;14.65;70.37;3.72;NO
9.9;206.75;13180.68;5.88;;426.53;14.32;75.41;4.23;NO
;191.26;14064.9;7.04;361.15;399.84;10.85;35.58;3.73;NO
9.41;149.31;27180.06;7.87;;398.81;17.36;57.96;4.03;NO
9.59;195.84;11351.86;6.27;366.43;323.79;13.07;37.35;4.67;NO
4.63;208.91;29307.13;6.13;304.03;456.21;10.82;111.12;4.75;NO
6.9;154.47;21103.3;7.93;376;450.25;14.64;71.32;3.62;NO
7.8;136.09;26484.52;7.56;426.5;471.41;14.54;51.49;3.63;NO
;215.43;19909.94;6.9;299.09;371.48;10.77;85.27;4.59;NO
0;214.85;49456.59;7.9;;583.45;7.7;77.71;4.93;NO
8.4;177.35;18003.26;7.39;;498.37;10.35;55.72;2.63;NO
6.26;153.64;24316.16;8.21;367.34;295.04;12.5;91.27;3.15;NO
11.5;186.13;12253.3;8.07;325.41;260.53;9.67;68.07;5.01;NO
;200.72;40581.49;6.76;263.88;283.17;14.92;58.88;4.01;NO
9.35;201.63;13749.6;7.33;322.04;512.45;12.43;43.83;3.62;NO
11.62;203.73;15102.24;7.82;;447.05;21.63;61.8;3.47;NO
10.34;163.28;21820.3;7.9;356.18;561.21;14.12;56.19;5.06;NO
;196.05;21919.47;6.73;359.7;401.73;14.22;77.61;3.95;NO
5.29;245.02;27733.71;7.14;238.84;464.07;13.45;55.64;3.31;NO
7.62;179.6;30308.23;6.95;329.42;355.43;13.4;66.22;3.7;NO
7.15;202.58;23158.39;6.07;302;301.98;17.62;42.29;3.79;NO
8.65;154.55;15901.29;6.51;419.22;444.84;14.66;49.52;3.27;NO
5.29;174.74;28697;8.61;317.02;480.68;13.75;52.48;3.53;NO
5.37;170.84;27199.64;8.07;376.06;401.83;14.08;81.74;3.36;NO
8.75;198.71;30348.24;7.32;;333.64;13.87;94.73;4.76;NO
8.04;200.64;12999.14;6.7;356.87;394.02;11.1;43.63;3.02;NO
8.55;206.52;10453.09;6.48;326.13;347.82;14;42.29;4.9;NO
7.74;207.76;30412.37;7.81;289.41;273.7;19.11;52.28;3.65;NO
7.1;201.63;18093.97;8.47;361.63;348.73;8.58;49.38;4.76;NO
6.99;144.21;33357.52;6.77;;409.01;17.88;54.11;1.9;NO
7.87;184.07;18608.66;7.41;;364.58;17.58;0.74;4.22;NO
8.86;194.56;20231.52;6.52;332.35;476.23;17.89;52.91;4.58;NO
7.4;184.84;19797.11;8.42;387.19;428.41;13.14;62.34;3.95;NO
5.17;205.52;12871.55;7.1;365.68;501.19;20.56;77.12;3.45;NO
;184.22;32328.54;8.38;;452.89;12.17;79.94;5.04;NO
5.47;191.81;36435.79;7.37;323.12;383.87;15.88;52.77;3.84;NO
6.71;232.21;23936.28;6.62;;463.51;13.91;78.19;3.41;NO
4.93;162.18;27771.08;7.76;317.94;493.3;14.26;77.14;1.45;NO
6.26;188.06;33809.22;8.14;341.5;522.3;14.47;47.05;4.4;NO
7.69;224.39;21856.15;7.04;275.27;404.82;12.85;63.15;2.75;NO
5.62;194.46;16119.34;6.91;336.65;408.46;16.36;76.63;3.99;NO
6.17;193.03;23006.24;8.1;340.25;297.11;13.48;78.33;3.62;NO
5.04;194.4;19336.61;7.19;339.23;515.81;10.73;61.13;3.13;NO
7.76;219.58;16478.07;6.95;;362.75;13.05;82.1;3.87;NO
9.81;139.12;16819.42;7.79;361.03;438.18;10.95;34.54;5.54;NO
8.48;200.77;14901.81;7.38;;485.09;16.81;53.13;4.22;NO
8.86;181.67;17465.1;7.13;356.48;529.09;15.43;60.61;5.76;NO
6.16;166.29;30284.49;9;;351.63;17.4;75.34;3.69;NO
7.29;219.7;18085.5;6.01;277.33;406.56;16.14;53.68;3.5;NO
9.07;164.67;20260.4;7.59;304.57;408.9;10.18;84.72;4.3;NO
9.31;203.34;23087.22;6.44;297.57;373.04;16.4;79.16;3.09;NO
9.76;182.75;19945.37;6.72;;343.6;19.86;85.7;5.38;NO
7.99;200.13;17583.08;6.77;296.57;377.58;10.29;66.89;4.75;NO
8.11;202.51;26730.19;8.4;323.95;368.45;17.34;;4.75;NO
8.24;214.53;29461.02;8.32;;514.49;16.3;90.08;3.55;NO
10.29;162.78;18869.21;6.91;344.19;585.68;18.86;74.29;3.5;NO
3.99;216.08;40175.21;7.49;309.8;399.05;11.19;86.96;4.41;NO
;209.53;44982.73;8.9;;349.39;15.65;;3.83;NO
8.52;190.99;14578.96;6.6;;498.53;11.32;57.18;3.43;NO
;169.55;20004.73;6.44;;349.87;11.33;41.7;3.88;NO
;223.38;20992.28;7.76;340.37;332.49;18.09;61.02;4.65;NO
4.5;234.19;14080.83;6.34;296.31;382.41;17.35;59;4.96;NO
;193.09;17777.1;6.09;;543.11;10.72;;3.88;NO
5.62;226.99;27852.1;6.52;309.23;414.06;16.93;78.44;3.44;NO
8.55;199.6;10452.72;6.59;;316.26;23.04;45.25;3.11;NO
;216.24;20886.79;7.33;303.5;269.82;15.25;104.68;3.86;NO
10.21;148.38;18413.1;7.41;390.62;410.57;15.1;89.18;4.11;NO
;205.23;21829.27;6.68;331.67;338.57;15.57;56.61;2.55;NO
6.59;179.7;35263.61;7.45;;527.45;16.15;81.5;3.97;NO
8.56;198.89;8535.4;4.8;321.4;453.57;14.35;74.33;3.95;NO
8.43;159.69;19576.53;7.66;344.15;390.69;17.75;53.63;4.24;NO
7.21;174.81;15796.4;6.95;;555.6;14.17;60.53;4.3;NO
10.23;225.92;9546.13;5.9;313.99;372.53;15.28;61.26;4.79;NO
11.39;145.34;16175.22;6.61;;553.49;12.09;69.74;2.28;NO
;199.38;5576.63;5;341.09;388.25;10.75;50.75;3.22;NO
6.58;220.58;27668.49;6.2;;474.63;11.47;53.51;4.76;NO
10.82;141.49;23989.99;7.96;389.39;361.63;14.91;57.16;3.59;NO
5.09;251.31;30245.96;6.72;267.03;271.63;14.88;70.78;4.55;NO
5.26;142.53;25556.05;6.6;416.26;443.76;7.49;72.88;5.1;NO
7.97;151.03;29827.79;7.66;405.83;376.91;19.38;78.16;2.44;NO
8.35;239.82;17177.79;6.11;272.84;294.88;10.6;62.85;3.51;NO
;184.61;22289.73;7.17;392.46;409.49;12.22;63.9;3.35;NO
4.03;200.07;14720.54;6.48;;519.21;16.6;77.29;4.81;NO
2.13;192.7;24905.28;7.76;383.52;473.55;14.29;56.35;3.84;NO
9.84;217.9;6785.15;6.03;333.07;432.33;12.37;45.82;4.18;NO
7.66;150.67;33918.04;8.75;406.48;436.34;15.22;;3.49;NO
;233.99;27197.3;7.3;301.85;490.77;16.02;58.52;3.2;NO
7.26;194.25;8127.07;6.67;394.56;312.35;16.01;65.02;4.28;NO
9.54;200.56;20044.21;7.08;303.92;335.55;16.64;71.31;3.02;NO
1.99;216.48;23039.33;6.77;344.01;341.08;11.5;78.73;3.92;NO
7.25;184.07;33123.44;7.19;322.37;345.36;15.16;68.85;4.26;NO
6.97;178.22;39995.19;8.93;337.06;393.68;14.24;75.38;3.63;NO
6.15;212.82;15017.75;5.54;319.49;279.45;12.85;75.03;4.81;NO
6.3;179.45;25668.2;8.93;341.49;458.84;14.06;;5.71;NO
6.92;218.1;13477.38;5.66;;302.41;11.05;61.93;4.92;NO
6.48;179.92;34698.62;8.54;338.01;504.4;16.41;59.95;5;NO
;208.93;16429.91;5.87;310.99;364.92;17.8;107.31;4.45;NO
7.31;193.47;19343.15;7.66;306.69;426.56;12.84;111.6;4.05;NO
5.97;187.09;30846.59;7.28;339.06;323.96;12.65;72.27;3.91;NO
8.63;164.37;14880.65;7.28;350.95;444.11;16.86;58.18;3.64;NO
9.17;165.69;11319.11;6.62;372.55;420.43;13.35;72.97;3.69;NO
;156.77;23084.07;7.27;334.96;378.25;19.25;81.57;5.56;NO
3.34;216.26;42310.83;8.13;;352.26;14.03;52.76;3.3;NO
11.45;186.65;12355.34;7.07;321.83;503.96;16.28;77.15;5.17;NO
6.28;205.38;19905.44;7.08;284.21;471.9;18.03;64.36;4.48;NO
;192.41;25460.3;8.23;;465.88;16.66;58.36;3.54;NO
8.76;212.43;14168.92;6.39;;488.6;12.6;60.24;4.67;NO
6.62;195.1;34277.76;7.63;;417.47;13.43;47.95;3.62;NO
7.73;230.92;21776.59;6.91;;395.11;15.03;92.7;3.82;NO
6.97;185.91;27959.99;7.21;349.74;414.07;19.88;36.18;3.23;NO
4.71;179.14;22291.42;6.77;407.42;371.26;18.19;86.53;3.86;NO
5.23;176.71;27971.89;7.6;413.91;440.36;14.42;72.84;3.05;NO
5.27;227.34;17605.54;6.33;358.59;489.43;11.2;;4.36;SI
8.43;224.86;12833.46;6.18;327.53;411.85;17.4;72.92;3.82;SI
6.85;234.94;24456.17;5.6;334.87;337.57;9.52;77.3;4.92;SI
7.26;160.44;16129.71;8.09;328.45;478.52;12.81;43.59;3.95;SI
6.73;191.31;6193.33;7.74;;424.67;20.81;98.37;3.77;SI
;258.45;25498.33;4.92;341.04;425.8;18.99;67.4;3.69;SI
;232.94;8729.1;5.89;;400.52;8.77;69.72;3.4;SI
7.78;233.76;16780.12;6.12;323.54;520.29;17.79;60.34;4.68;SI
6.1;184.33;17977.53;7.28;;334.95;7.66;59;3.38;SI
6.67;155.71;30610.05;8.17;337.17;425.69;15.1;79.78;4.9;SI
;215.94;10171.71;6.62;;378.32;13.19;82.79;3.76;SI
4.96;215.85;9887.83;6.95;379.5;527.48;14.33;52.39;3.46;SI
6.4;249.97;22057.05;4.89;375.49;334.27;14.15;97.03;3.96;SI
8.14;153.75;50793.9;7.84;306.22;423.46;14.32;65.08;4.36;SI
6.85;232.93;15338.06;6.14;;438.35;18.15;81.55;2.59;SI
6.71;185.91;34558.4;6.55;360.51;303.97;10.23;50.21;4.68;SI
4.34;207.36;34355.62;6.81;374.07;530.07;12.62;44.75;4.4;SI
8.43;161.2;15904.24;8.42;300.12;480;15.3;71.48;3.63;SI
7.27;197.66;27198.43;7.8;304.85;300.02;14.61;66.61;4.71;SI
6.58;186.99;16700.03;6.45;379.04;405.28;15;62.15;3.81;SI
;240.61;20006.23;4.91;379.76;327.31;13.29;83.18;3.45;SI
8.65;188.71;13207.86;6.83;335.24;399.69;10.69;43.95;3.64;SI
8.36;163.1;34989.05;7.7;317.3;404.49;8.27;67.6;4.37;SI
;242.83;29298.07;5.85;340.35;463.12;5.43;;3.52;SI
6.66;216.56;25172.59;6.79;330.52;620.45;19.1;82.24;3.4;SI
10.5;125.98;38605.33;8.71;;674.44;9.71;51.7;5.37;SI
6.33;186.84;23073.06;8.08;326.98;233.91;9.64;60.94;5.16;SI
;214.59;22038.51;6.2;294.24;332.47;18.47;46.05;4.24;SI
6.73;183.92;9258.77;8.01;345.07;320.67;12.07;56.44;3.96;SI
8.3;183.61;20316.43;7.11;322.1;295.65;13.5;62.23;4.24;SI
6.26;130.37;9734.68;10.28;320.36;399.35;10.85;43.42;3.93;SI
8.08;132.67;10816.27;9.51;314.97;479.76;14.69;72.64;4.29;SI
5.73;223.7;1351.91;6.5;380.51;620.3;14.67;62.02;3.68;SI
6.56;241.29;56320.59;5.37;;415.82;11.65;70.64;5.29;SI
5.3;231.02;6675.68;6.1;388.8;465.83;14.53;77.67;4.02;SI
7.65;160.77;29000.59;7.22;;438.8;13.18;67.1;3.08;SI
;139.17;33784.83;9.64;275.33;499.43;13.66;70.37;4.68;SI
7.95;185.42;6108.8;7.12;344.8;283.88;18.9;85.8;3.89;SI
8.83;176.81;12171.02;7.48;321.26;395.39;12.48;65.87;3.91;SI
8.25;184.39;21616.63;7.17;305.18;412.95;13.79;71.8;2.6;SI
5.86;240.89;18321.99;6.05;351.05;491.88;9;44.62;4.28;SI
8.18;186.67;19642.39;7.72;;370.32;11.52;55.49;4.61;SI
7.89;153.57;41210.67;8.46;294.26;354.48;11.29;67.35;3.23;SI
8.71;169.58;23838.82;8.16;;478.98;14.52;63.95;2.92;SI
6.19;236.03;1198.94;6.14;374.1;436.24;11.09;99.78;4.09;SI
9.08;222.04;53735.9;6.89;254.04;382.9;12.7;101.62;4.55;SI
8.38;164.17;24409.1;8.2;;430.24;19.35;63.11;3.75;SI
9.22;151.45;26502.6;8.1;294.19;541.6;13.95;39.57;4.29;SI
9.37;157.72;15106.31;7.76;316.39;424.92;15.65;108.21;4.38;SI
7.49;149.77;28837.33;8.56;;531.18;9.54;57.95;1.8;SI
6.03;225.67;12145.54;6.13;365.96;503.11;15.65;73.4;3.14;SI
6.28;228.52;11601.64;6.32;;414.78;11.68;88.35;4.15;SI
5.67;142.15;24383.74;9.99;320.26;511.95;23.6;77.03;3.84;SI
6.99;219.59;16470.95;6.45;339.05;492.9;15.8;70.6;3.08;SI
7.27;175.02;14206.36;7.84;337.64;322.49;18.11;58.18;4.2;SI
7.45;193.04;32251.36;6.09;337.14;572.81;18.06;57.4;4.37;SI
7.62;202.72;44539.74;5.82;338.07;459.08;13.35;73.6;3.77;SI
6.7;198.29;34675.86;6.26;360.23;430.94;12.18;;3.76;SI
7.03;185.84;31151.62;7.63;327.22;398.71;19.46;80.69;3.39;SI
8.61;125.16;32079.77;9.84;264.05;342.21;12.95;53.95;4.61;SI
7.42;180.45;34451.98;7.93;303.79;429.86;7.67;66.7;3.37;SI
5.46;219.52;20967.84;6.83;355.08;312.02;14.03;57.85;3.8;SI
9.61;94.91;16598.58;9.14;311.3;535.7;12.31;67.43;4.02;SI
8.25;119.03;7747.58;9.12;;579.25;13;72.8;4.1;SI
6.64;191.92;10220.71;6.68;380.36;421.42;12.24;65.18;3.15;SI
6.65;197.22;16863.44;6.79;;505.3;16.71;45.66;3.05;SI
7.16;213;32751.93;6.29;;490.93;12.68;58.25;5;SI
8.29;151.57;14402.73;9.05;303.08;322.52;13.65;114.03;4.27;SI
6.11;234.8;16663.54;5.98;348.06;437.89;10.06;;2.82;SI
8.32;110.9;24814.49;9.49;;480.47;14.27;77.85;2.7;SI
;184.99;14875.96;7.5;367.33;435.6;19.84;75.2;1.92;SI
9;173.74;28311.29;8.48;;531.52;12.84;37.76;3.78;SI
6.89;211.45;35018.33;6.07;;550;8.45;27.66;3.6;SI
9.29;193.06;50166.53;6.3;;365.44;14.23;98.63;3.66;SI
6.99;133.43;21944.64;8.58;341.24;536.28;16.18;91.71;4.25;SI
5.09;223.17;22957.65;6.98;350.1;476.62;13.03;78.08;4.71;SI
6.15;188.41;8406.72;7.74;358.59;449.36;13.22;52.96;3.44;SI
6.19;224.43;15229.7;5.88;366.5;649.81;10.26;71.78;3.03;SI
7.5;185.81;30927.39;7.58;;476.39;15.12;72.93;5.74;SI
6.97;162.7;24312.04;9.13;307.76;490.82;15.51;102.7;3.97;SI
5.41;272.51;2835.3;5.78;;347.8;15.31;66.66;5.68;SI
7.5;186.71;32000.18;7.64;315.97;473.53;12.05;43.28;4.31;SI
;209.15;27030.75;6.09;350.06;407.91;11.05;81.76;3.99;SI
8.58;153.71;19970.43;7.66;312.89;520.81;14.78;74.13;2.88;SI
5.53;208;38918.78;6.54;360.07;427.66;18.81;61.21;3.33;SI
8.74;197.75;40843.62;6.37;310.68;326.25;12.5;66.42;4.12;SI
9.05;120.02;22203.49;9.37;285.23;372.28;14.54;64.13;4.26;SI
8.08;125.3;23931.28;8.77;317.69;398.33;15.28;62.67;4.28;SI
6.68;228.3;7705.3;5.95;363.54;254.39;13.14;64.78;3.45;SI
4.73;230.94;15517.39;6.61;;384.81;16.62;64.04;5.46;SI
9.24;127.92;39566.75;8.86;282;487.34;9.53;65.52;4.72;SI
